7774973814;0
7774956354;0
0771499731;0
7774972984;0
7774968270;0
7715011999;0
7774973995;0
7774956572;0
7774961412;0
7774963508;0
7774961001;0
7774960963;0
7774965425;0
7774961070;0
7774974481;0
7715012976;-4
7774962903;0
7774969083;0
7774972506;0
7774970816;0
7774962858;0
7774966590;0
7715003822;0
7774962221;0
7774953846;0
7774969084;0
7774723400;0
7774953849;0
7774971842;0
7774963149;-20
7774970197;0
7774974602;0
7774960997;0
7774972584;0
7774962279;0
7774961072;0
7774965096;0
7774960378;0
7774972971;0
7774973394;0
7774956353;0
7774970473;0
7774975177;0
7774962657;0
7774966565;0
0771499702;0
7774961476;0
7774965235;0
7774976088;0
7774972759;0
7774975983;0
7774964801;0
7774974358;0
7774951945;0
7774972735;0
7774964544;0
7774953247;0
7774970801;0
7774970446;0
7715008845;0
7774955091;0
7774961180;0
7774957798;0
7715008990;0
7774970183;0
7774963489;0
7774971149;0
7774975410;0
7774969373;0
7774961031;0
7774955749;0
7774974340;0
7774946412;0
7774957955;0
7774962754;0
7774964837;0
7774971181;0
7774974659;0
7774971166;0
7715011906;0
7774961861;0
7774968425;0
7774956240;0
7774969933;0
7774973069;0
7774971528;0
7774949800;0
7774963281;0
7774962278;0
7774975666;0
7774971154;0
0077747671;0
7774965865;0
7774975490;0
7774963732;0
7774975558;0
7715011081;0
7774960606;0
7774971372;0
7774960298;0
7774971191;0
7774975179;0
7774975141;0
7774955444;0
7774973064;0
7774972920;0
7715006435;0
7774972436;0
7774972816;0
7774964802;0
7715012715;0
7774946776;0
7774969085;0
7774961354;0
7774955393;0
7774976018;0
7774966345;0
7774970258;0
7774961077;0
7774970153;0
7774973086;0
7774954450;0
7715000829;0
7774962455;0
7774970544;0
7774970469;0
7774948841;0
7774953786;0
7774964836;0
7774976266;0
